key,cct_mean,a,b
[S0001-18] 2025-6-24-2-16-31-52,3200,-1.227765730569781,-49.42496233762619
[S0002-18] 2025-6-25-3-11-34-45,3200,-0.6647751487885042,11.725464241671357
[S0003-18] 2025-6-23-1-13-23-35,3200,-0.5028691225923325,33.202626988416895
[S0004-18] 2025-6-23-1-13-49-7,3200,-0.8494893576670217,-2.880771008121517
[S0005-18] 2025-6-24-2-15-52-59,3200,-1.2769247753277888,-61.361033911774385
[S0006-18] 2025-6-25-3-13-27-56,3200,-0.16246154551488926,76.93914925440784
[S0007-18] 2025-6-24-2-14-19-36,3200,-0.6039094088005235,16.532336184776153
[S0008-18] 2025-6-25-3-12-11-47,3200,0.09840026433596022,110.68298592310288
[S0009-18] 2025-6-16-1-14-52-21,3200,1.0206982894335552,195.27702314901677
[S0010-18] 2025-6-23-1-14-44-8,3200,-1.9834039053605137,-158.89582497053317
[S0011-18] 2025-6-25-3-14-12-8,3200,0.004717108361215617,94.93125340568659
[S0012-18] 2025-6-26-4-11-40-49,3200,0.2991647670890557,128.7565177300209
