key,cct_mean,a,b
[S0001-18] 2025-6-24-2-16-31-52,3200,-1.2587630142842865,4.498833790295167
[S0002-18] 2025-6-25-3-11-34-45,3200,-1.1962727080293634,3.8202698053535697
[S0003-18] 2025-6-23-1-13-23-35,3200,-0.7608201945671189,39.09288481082191
[S0004-18] 2025-6-23-1-13-49-7,3200,-2.4536399552872625,-74.44769035043238
[S0005-18] 2025-6-24-2-15-52-59,3200,-1.9039220668077645,-47.73872697961378
[S0006-18] 2025-6-25-3-13-27-56,3200,-0.14357685522214786,86.64902817981223
[S0007-18] 2025-6-24-2-14-19-36,3200,-0.6843077576132406,39.380330194093325
[S0008-18] 2025-6-25-3-12-11-47,3200,0.0528889251021214,101.24448453596735
[S0009-18] 2025-6-16-1-14-52-21,3200,1.6689387938662654,193.9778509296885
[S0010-18] 2025-6-23-1-14-44-8,3200,-2.678010367854406,-112.25870377886535
[S0011-18] 2025-6-25-3-14-12-8,3200,0.005706651704075787,94.76596290321997
[S0012-18] 2025-6-26-4-11-40-49,3200,0.3080958528986617,116.70119018091464
