train_file,prc2-c930.csv,prc2-i16.csv,prc2-i16m.csv,prc2-s9360.csv,prc2-s9380.csv
prc2-c930.csv,0.1523483395576477,-0.2307966947555542,-0.07217419147491455,0.04333019256591797,-0.17431366443634033
prc2-i16.csv,0.0021994709968566895,-0.10174012184143066,0.017554879188537598,-0.09556245803833008,-0.22222530841827393
prc2-i16m.csv,-0.026591897010803223,-0.08626234531402588,0.16374671459197998,0.023414909839630127,-0.41932451725006104
prc2-s9360.csv,-0.03750050067901611,-0.2981224060058594,-0.27947330474853516,-0.12011504173278809,-0.19542419910430908
prc2-s9380.csv,0.007223904132843018,-0.4172677993774414,-0.08350479602813721,-2.1100876331329346,-0.7875523567199707
