train_file,prc2-c930.csv,prc2-i16.csv,prc2-i16m.csv,prc2-s9360.csv,prc2-s9380.csv
prc2-c930.csv,4.161219596862793,4.645486831665039,4.466132640838623,4.2052693367004395,4.4054412841796875
prc2-i16.csv,4.500820636749268,4.258387565612793,4.172781944274902,4.355104923248291,4.540203094482422
prc2-i16m.csv,4.425078868865967,4.1393256187438965,3.7564640045166016,4.065120220184326,4.699001312255859
prc2-s9360.csv,4.7528605461120605,4.7265520095825195,4.788761138916016,4.701827526092529,4.409035682678223
prc2-s9380.csv,4.54997444152832,4.96058988571167,4.295496463775635,7.089524269104004,5.374252796173096
