key,cct_mean,a,b
[S0001-11] 2025-6-24-2-16-8-57,5300,-0.4181608474309774,47.78535536652136
[S0002-11] 2025-6-25-3-11-20-27,5300,-0.23742410363688404,69.17860690406602
[S0003-11] 2025-6-23-1-13-4-48,5300,-1.0657428284325952,-22.957590327449637
[S0004-11] 2025-6-23-1-13-31-18,5300,-0.6475564811682923,32.24329396609526
[S0005-11] 2025-6-24-2-14-57-17,5300,-1.5224994573247177,-67.59973151764483
[S0006-11] 2025-6-25-3-13-11-40,5300,-1.0025052288198195,-16.98783826294544
[S0007-11] 2025-6-24-2-13-53-22,5300,-0.27177867881372847,67.62103127159001
[S0008-11] 2025-6-25-3-11-53-31,5300,-0.09076979843869616,85.85200649359315
[S0009-11] 2025-6-16-1-14-33-10,5300,-0.6507561258665797,29.941470016481606
[S0010-11] 2025-6-23-1-14-28-5,5300,-0.7699933641568772,3.791620434628246
[S0011-11] 2025-6-25-3-13-55-2,5300,-0.6805589104527724,13.522891603438287
[S0012-11] 2025-6-26-4-11-20-38,5300,0.3735087973160116,139.77805219689887
