key,cct_mean,a,b
[S0001-2] 2025-6-13-5-14-46-23,5300,0.06780187656241722,103.20568791762955
[S0002-2] 2025-6-13-5-15-8-32,5300,-0.22148219179074977,83.4046968444272
[S0003-2] 2025-6-13-5-15-28-58,5300,-0.04013187098230671,96.8739577899416
[S0004-2] 2025-6-13-5-15-47-18,5300,-0.21089016379947068,83.94867910257601
[S0005-2] 2025-6-13-5-16-18-32,5300,-0.27815996920086106,77.6424196346008
[S0006-2] 2025-6-13-5-16-41-11,5300,-0.117912971545176,89.36254816664858
[S0007-2] 2025-6-13-5-17-3-21,5300,-6.834093463104627e-16,99.99999999999993
[S0008-2] 2025-6-13-5-17-25-12,5300,0.7899351528687165,157.15342199491747
[S0009-2] 2025-6-16-1-14-5-16,5300,0.3794919243605361,121.79231504786712
[S0010-2] 2025-6-23-1-14-5-41,5300,-0.22859943953436498,78.27624535429666
[S0011-2] 2025-6-25-3-13-37-51,5300,-0.02270443535095897,94.26984983187835
[S0012-2] 2025-6-26-4-10-58-25,5300,-0.07582306358543543,92.03893730781157
