key,cct_mean,a,b
[S0001-10] 2025-6-24-2-16-7-17,5600,1.3779591760280812,-60.12646672099379
[S0002-10] 2025-6-25-3-11-17-24,5600,-1.9325915206093662,315.4694672828203
[S0003-10] 2025-6-23-1-13-0-21,5600,-0.3847622744200931,142.0135014674886
[S0004-10] 2025-6-23-1-13-28-30,5600,-7.482023904891137,960.6646388097419
[S0006-10] 2025-6-25-3-13-6-59,5600,1.1234975674785634,-30.740513686286366
[S0007-10] 2025-6-24-2-14-0-2,5600,3.1363739055434734,-265.4920034171155
[S0008-10] 2025-6-25-3-11-50-49,5600,-0.5845480733375878,162.61603377264618
[S0009-10] 2025-6-16-1-14-30-15,5600,1.8454655023028834,-119.46220456426892
[S0010-10] 2025-6-23-1-14-25-31,5600,-3.4993033319708964,492.54681021225906
[S0011-10] 2025-6-25-3-13-52-42,5600,-1.2600705533125633,239.09393809413305
[S0012-10] 2025-6-26-4-11-18-29,5600,-3.0698269559133506,440.270266329167
