CCT,slope,intercept,min(a),max(a)
3200,-152.19345025624764,92.17409760568925,-760.0041996223474,1013.0888422872703
3500,-151.88442814025754,92.61521683609514,-292.2041357940946,389.16796562950293
3800,-151.57540602426744,93.05633606650102,-275.2717828435301,153.0601259499723
4100,-151.26638390827733,93.49745529690689,-318.408137910333,345.33142456887407
4400,-150.95736179228723,93.93857452731277,-404.0867726583555,461.06166398408766
4700,-150.6483396762971,94.37969375771866,-232.73707410343107,245.73079671490206
5000,-150.339317560307,94.82081298812453,-288.6908099539331,349.5322442693007
5300,-150.0302954443169,95.2619322185304,-272.36449557628123,367.8252159429069
5600,-149.7212733283268,95.70305144893628,-156.33830350895187,70.49606493393064
