cct_midpoints,slope,intercept,min(a),max(a),slope_trend,intercept_trend
3200,70.50434257395088,90.27538476306755,-2.678010367854406,1.6689387938662654,73.42933332879349,92.17414096783489
3500,74.09664858803374,92.0476249512034,-2.6546176405119257,1.5946975578782352,72.49136922488097,92.6152863426585
3800,73.33492005341064,95.21596790845697,-2.2070695677043513,2.312655776529479,71.55340512096846,93.0564317174821
4100,71.40789776781557,94.9849097114891,-2.116430924296241,2.2970677197147733,70.61544101705594,93.49757709230569
4400,68.06559178716242,93.82819977797821,-1.6893491629005333,2.288701815995843,69.67747691314342,93.9387224671293
4700,68.89048761007506,94.28084128615788,-3.274235682876094,0.7808774742739145,68.73951280923092,94.3798678419529
5000,68.12886813012324,93.79017944254285,-1.2863730832546758,2.363522741356768,67.8015487053184,94.8210132167765
5300,69.7151590014067,96.83279570061275,-1.4394554696990411,0.4844776228881333,66.86358460140588,95.26215859160011
5600,62.95337670631226,94.19259866265449,-2.0355002663836217,1.0586339778468477,65.92562049749336,95.7033039664237
