CCT,slope,intercept,min(a),max(a)
3200,73.42933332879349,92.17414096783489,-358.3452223824812,253.7606105043593
3500,72.49136922488097,92.6152863426585,-149.03248871907041,102.15264191045983
3800,71.55340512096846,93.0564317174821,-50.29131971933317,91.1457900967583
4100,70.61544101705594,93.49757709230569,-129.92320661207373,117.41550892987352
4400,69.67747691314342,93.9387224671293,-149.09450669785187,136.57754838833665
4700,68.73951280923092,94.3798678419529,-85.28995549306954,79.03243614875984
5000,67.8015487053184,94.8210132167765,-115.32801729830221,96.86112859828667
5300,66.86358460140588,95.26215859160011,-131.2893962507244,93.68358474144217
5600,65.92562049749336,95.7033039664237,-23.290627110526476,51.121105484755404
