CCT,slope,intercept,min(a),max(a)
3200,120.59776880194,92.35049874957606,-142.89085735680655,142.4482950418588
3500,118.76755536593873,92.80317022282665,-58.947600614517924,67.66056681880042
3800,116.93734192993746,93.25584169607724,-98.11217437435943,116.00762099156282
4100,115.10712849393619,93.70851316932782,-100.8012782334758,186.97889468132544
4400,113.2769150579349,94.1611846425784,-87.76028784841748,81.81428835600458
4700,111.44670162193363,94.613856115829,-35.27974975628535,27.065264208339535
5000,109.61648818593235,95.06652758907958,-23.43074724948924,20.742241639919396
5300,107.78627474993108,95.51919906233016,-120.34439665011499,91.23892263789195
5600,105.95606131392981,95.97187053558075,-44.43684012701363,87.86901617806562
