cct_midpoints,slope,intercept,min(a),max(a),slope_trend,intercept_trend
3200,-145.5976996091532,96.39324541682913,-0.7625855750299111,0.8749193842324574,-152.07032600463668,96.96699345387006
3500,-153.48606279177085,96.29071319859385,-0.7631630367667933,0.32226103231154224,-153.27441808718126,97.10815382699215
3800,-152.72790765997567,97.68312111774873,-0.5492159043985098,0.5097932715905263,-154.47851016972584,97.24931420011424
4100,-153.73114394354795,96.73679627542606,-0.23322152456629425,1.4786845563800026,-155.68260225227044,97.39047457323633
4400,-168.65265421952506,99.77181578469904,-0.7419103148230494,0.6528451356250102,-156.88669433481502,97.53163494635842
4700,-156.99417981167755,98.40236715862235,-0.5871950458556737,0.18684063315650778,-158.0907864173596,97.67279531948053
5000,-175.41424142994967,98.11308563510916,-0.11152506193002701,0.4957569175800239,-159.29487849990417,97.81395569260262
5300,-155.04662983441338,97.18503598828195,-1.7181167738525371,0.47358559714692133,-160.49897058244875,97.95511606572471
5600,-150.32972971332072,97.20853394191516,-0.8463193291464288,0.6766510874230397,-161.70306266499335,98.0962764388468
