CCT,slope,intercept,min(a),max(a)
3200,120.89927625159005,97.47753421703908,-13.545478902965293,4.974075587903482
3500,119.9215925517801,97.52445435852108,-51.26662867690717,48.898660490901726
3800,118.94390885197015,97.57137450000307,-28.175886167503098,25.102342991051223
4100,117.96622515216019,97.61829464148508,-1.1971188945970468,1.0112219489623415
4400,116.98854145235025,97.66521478296707,-2.0595015507203556,0.8783871784294524
4700,116.01085775254029,97.71213492444907,-6.852679007776564,3.431876557015861
5000,115.03317405273035,97.75905506593107,-36.110264145148214,32.052823408059396
5300,114.0554903529204,97.80597520741307,-28.913121600081755,32.426130725383416
5600,113.07780665311044,97.85289534889506,-31.373211352287207,33.694883894322
