cct_midpoints,slope,intercept,min(a),max(a),slope_trend,intercept_trend
3200,-260.7844052792433,96.81193141888866,-0.2022849298791758,0.19664032525449815,-265.75661284686464,97.25347442163206
3500,-263.4455890968796,97.5527290465963,-0.1378386381560428,0.44876704948658636,-265.6546546241371,97.21828883754901
3800,-274.22515495505917,97.62183712867922,-0.10339631188281728,0.1611194098935199,-265.5526964014096,97.18310325346597
4100,-260.38335582629765,96.4650844951497,-0.20550489808168615,0.43959511344014957,-265.45073817868206,97.14791766938292
4400,-268.5264181248274,97.70461972664982,-0.09775142789020885,0.18228556809976287,-265.34877995595457,97.11273208529987
4700,-260.2320631504993,96.94345708807951,-0.24940913596935738,0.17003811799779225,-265.2468217332271,97.07754650121682
5000,-281.1137104393269,96.84595770310399,-0.13526577276281265,0.3239093409617651,-265.14486351049953,97.04236091713376
5300,-263.9822141746035,97.40772461362442,-0.7025784261734106,0.16449083885696203,-265.04290528777204,97.00717533305072
5600,-255.44610855685335,96.66124754692694,-0.34539556704783264,0.3035229038417876,-264.9409470650445,96.97198974896767
