cct_midpoints,slope,intercept,min(a),max(a),slope_trend,intercept_trend
3200,-35.182856495706844,97.08754678359875,-1.0940168726614905,0.9170711862888258,-36.26684805461365,97.51048381782842
3500,-38.03776437960807,98.09750201390624,-1.308612351548544,1.4013217322347558,-35.99353716434961,97.55711738978334
3800,-36.75361665225196,97.62041250616875,-0.48012220515135,0.8239960443229849,-35.720226274085576,97.60375096173827
4100,-35.157448679670296,97.28382394339411,-1.1031562357133953,2.2173691145680836,-35.44691538382153,97.6503845336932
4400,-33.195210258000024,98.02187482017867,-0.5642966841877771,1.1047879168888848,-35.1736044935575,97.69701810564813
4700,-33.10366873880898,97.83947897116599,-0.8741944482266276,0.7552582555102803,-34.900293603293456,97.74365167760305
5000,-34.84967609717717,97.36047143096405,-0.7646075895758231,1.8938235546647662,-34.62698271302942,97.79028524955798
5300,-36.821069806355545,98.44327530977716,-1.7274711318673726,0.672997139907257,-34.35367182276538,97.8369188215129
5600,-33.46112933443838,97.51877717167885,-1.3876954438826699,0.9468913753954674,-34.08036093250134,97.88355239346782
