CCT,slope,intercept,min(a),max(a)
3200,-265.75661284686464,97.25347442163206,-5.065203798129192,1.6078500609731339
3500,-265.6546546241371,97.21828883754901,-6.184729820542701,10.095109633985505
3800,-265.5526964014096,97.18310325346597,-1.0145540977618819,0.9328531823966523
4100,-265.45073817868206,97.14791766938292,-12.961944938606667,12.038118493731165
4400,-265.34877995595457,97.11273208529987,-35.97841202401318,60.60614898312368
4700,-265.2468217332271,97.07754650121682,-34.01803726211018,34.85540863139711
5000,-265.14486351049953,97.04236091713376,-25.40237909134001,30.332776553758723
5300,-265.04290528777204,97.00717533305072,-50.59867038731025,29.371260393789857
5600,-264.9409470650445,96.97198974896767,-53.309871715421494,57.05697311877177
