key,cct_mean,a,b
[S0001-7] 2025-6-13-5-14-55-2,3800,-0.35837173129563604,138.6092813027904
[S0002-7] 2025-6-13-5-15-17-10,3800,0.2966602678166704,61.97908133206872
[S0003-7] 2025-6-13-5-15-37-51,3800,-0.04898765716951549,104.24354644490396
[S0004-7] 2025-6-13-5-15-55-42,3800,-0.43629417096175827,147.5051224935325
[S0005-7] 2025-6-13-5-16-27-42,3800,-1.4623452370403098,262.2343056401143
[S0006-7] 2025-6-13-5-16-49-25,3800,-0.10554905145619382,109.64728146046016
[S0007-7] 2025-6-13-5-17-12-42,3800,0.5595692241097096,36.86752948602577
[S0008-7] 2025-6-13-5-17-42-59,3800,0.07829092644092074,88.45523353439997
[S0009-7] 2025-6-16-1-14-13-15,3800,-0.5692232035148422,164.36375862871526
[S0010-7] 2025-6-23-1-14-14-32,3800,-0.842209326261345,190.51258287739256
[S0011-7] 2025-6-25-3-13-46-31,3800,-0.3180618123217482,131.38587037107013
[S0012-7] 2025-6-26-4-11-7-33,3800,-0.6096538043493888,164.00825432525914
