key,cct_mean,a,b
[S0001-7] 2025-6-13-5-14-55-2,3800,0.05362192125408081,92.0434236883353
[S0002-7] 2025-6-13-5-15-17-10,3800,-0.18773648294140738,113.21793541039715
[S0003-7] 2025-6-13-5-15-37-51,3800,0.02309187314097644,95.88151096825248
[S0004-7] 2025-6-13-5-15-55-42,3800,-0.04572738800777063,101.43282265231745
[S0005-7] 2025-6-13-5-16-27-42,3800,-0.34212524851923115,140.09032240008278
[S0006-7] 2025-6-13-5-16-49-25,3800,0.012105692671080595,96.72135390866491
[S0007-7] 2025-6-13-5-17-12-42,3800,0.17231787277152785,82.82409755361269
[S0008-7] 2025-6-13-5-17-42-59,3800,0.12512248844632942,85.47509962387579
[S0009-7] 2025-6-16-1-14-13-15,3800,-0.21308959191988266,122.21868708592979
[S0010-7] 2025-6-23-1-14-14-32,3800,-0.21215685189334987,116.51390309076153
[S0011-7] 2025-6-25-3-13-46-31,3800,0.3328859719666872,67.13192027165219
[S0012-7] 2025-6-26-4-11-7-33,3800,-0.168920617986794,113.39870336022632
