key,cct_mean,a,b
[S0001-9] 2025-6-13-5-14-58-15,3200,0.1959532831482019,78.9008386799955
[S0002-9] 2025-6-13-5-15-20-55,3200,-0.546780290954851,137.0538465042763
[S0003-9] 2025-6-13-5-15-41-47,3200,-0.08692682830289485,107.14819984600962
[S0004-9] 2025-6-13-5-15-58-59,3200,2.7722886710044717e-15,96.99999999999989
[S0005-9] 2025-6-13-5-16-31-6,3200,-0.696247850710417,181.46144933626124
[S0006-9] 2025-6-13-5-16-52-41,3200,-9.790944247951947e-15,98.00000000000064
[S0007-9] 2025-6-13-5-17-16-34,3200,-0.01869619473798818,100.84123484745331
[S0008-9] 2025-6-13-5-17-46-27,3200,-0.13820501926966322,106.9842445711044
[S0009-9] 2025-6-16-1-14-16-31,3200,-0.16157853300937491,112.3008843790073
[S0010-9] 2025-6-23-1-14-18-39,3200,-0.176556622596903,107.18543084324237
[S0011-9] 2025-6-25-3-13-49-58,3200,-0.8175626948116368,152.19965533503463
[S0012-9] 2025-6-26-4-11-11-29,3200,0.422687103577902,60.17631265071394
