key,cct_mean,a,b
[S0001-3] 2025-6-13-5-14-48-2,5000,-7.827064537144917e-15,98.00000000000131
[S0002-3] 2025-6-13-5-15-10-11,5000,-0.10893330849287422,112.69477477882278
[S0003-3] 2025-6-13-5-15-30-45,5000,0.018280787307162386,96.54568370725278
[S0004-3] 2025-6-13-5-15-48-47,5000,0.11024267270541331,80.93165284338636
[S0005-3] 2025-6-13-5-16-20-14,5000,0.4957569175800239,2.5836457531094212
[S0006-3] 2025-6-13-5-16-42-49,5000,0.013414825096135797,95.88266146134004
[S0007-3] 2025-6-13-5-17-5-31,5000,0.02797665842820863,95.73965329425069
[S0008-3] 2025-6-13-5-17-26-58,5000,0.18739384284127636,67.6636575323528
[S0009-3] 2025-6-16-1-14-6-46,5000,-0.11152506193002701,116.02736357476537
[S0010-3] 2025-6-23-1-14-7-25,5000,0.22203294121044662,61.98788727399221
[S0011-3] 2025-6-25-3-13-39-34,5000,3.0797388449518454e-14,95.99999999999535
[S0012-3] 2025-6-26-4-11-0-17,5000,0.4077309039507066,31.862164687963343
