key,cct_mean,a,b
[S0001-15] 2025-6-24-2-16-17-49,4100,-1.1964932501157857,10.289556177464167
[S0002-15] 2025-6-25-3-11-28-42,4100,-0.9445101578940157,27.526132749884237
[S0003-15] 2025-6-23-1-13-17-4,4100,-0.3061438150214705,74.9150635928487
[S0004-15] 2025-6-23-1-13-40-6,4100,2.2970677197147733,243.24062699861983
[S0005-15] 2025-6-24-2-15-47-2,4100,-1.26697689045397,4.177346677154347
[S0006-15] 2025-6-25-3-13-21-25,4100,0.6781881956103304,146.92195888892337
[S0007-15] 2025-6-24-2-14-12-29,4100,-0.8237859929050121,38.111470325263255
[S0008-15] 2025-6-25-3-12-3-19,4100,1.588553892770912,223.04920698319455
[S0009-15] 2025-6-16-1-14-40-55,4100,0.013918087419280566,94.73298531346623
[S0010-15] 2025-6-23-1-14-37-21,4100,-1.0440989352426584,18.347320318034633
[S0011-15] 2025-6-25-3-14-3-40,4100,-2.116430924296241,-61.21092287429532
[S0012-15] 2025-6-26-4-11-30-24,4100,0.1822658356997813,109.8899030626259
