key,cct_mean,a,b
[S0001-1] 2025-6-13-5-14-44-25,5600,-2.993760435789198e-15,98.00000000000053
[S0002-1] 2025-6-13-5-15-6-47,5600,-1.9541512122675442,389.46491955191067
[S0003-1] 2025-6-13-5-15-27-7,5600,-0.4956874619824126,173.3128168897441
[S0004-1] 2025-6-13-5-15-45-47,5600,-0.619541116350976,188.38002828997796
[S0005-1] 2025-6-13-5-16-16-15,5600,1.146392867378173,-77.03427299011284
[S0006-1] 2025-6-13-5-16-39-32,5600,4.0374571424580366e-15,97.99999999999937
[S0007-1] 2025-6-13-5-17-1-18,5600,-7.714561816965071e-15,100.0000000000012
[S0008-1] 2025-6-13-5-17-22-42,5600,1.196824289271291,-87.2396567458885
[S0009-1] 2025-6-16-1-14-3-45,5600,0.09241758047282812,84.90942758297999
[S0010-1] 2025-6-23-1-14-4-0,5600,0.05947954037652054,86.3503748816022
[S0011-1] 2025-6-25-3-13-36-4,5600,-0.49047975486090245,170.0466189383286
[S0012-1] 2025-6-26-4-10-56-35,5600,-0.6327130863276181,194.39395424628754
