key,cct_mean,a,b
[S0002-16] 2025-6-25-3-11-30-45,3800,1.8642576072485137,30.36740897626051
[S0003-16] 2025-6-23-1-13-19-22,3800,-0.2954604221045268,107.48654394496471
[S0004-16] 2025-6-23-1-13-43-14,3800,-5.537346571234681,283.1919536970109
[S0005-16] 2025-6-24-2-15-48-45,3800,6.006703933541456,-124.4926897064577
[S0006-16] 2025-6-25-3-13-23-31,3800,0.43417839384251855,80.03724853039398
[S0007-16] 2025-6-24-2-14-15-7,3800,1.0267645267123988,60.471599917290455
[S0008-16] 2025-6-25-3-12-5-22,3800,-1.5538062238933508,160.90866195379348
[S0009-16] 2025-6-16-1-14-42-43,3800,1.5599547332253876,46.26499898776603
[S0010-16] 2025-6-23-1-14-39-29,3800,0.5726582188473556,72.64301928198626
[S0011-16] 2025-6-25-3-14-7-10,3800,0.8563599373779986,60.89593632012156
[S0012-16] 2025-6-26-4-11-33-5,3800,-0.9871149784859462,131.44009756011417
