key,cct_mean,a,b
[S0002-16] 2025-6-25-3-11-30-45,3800,0.428898638763624,-13.056244432941806
[S0003-16] 2025-6-23-1-13-19-22,3800,-0.06178872613246488,113.7953458966783
[S0004-16] 2025-6-23-1-13-43-14,3800,-0.9566959599547529,318.8295329396763
[S0005-16] 2025-6-24-2-15-48-45,3800,1.287380658582138,-297.6191559838526
[S0006-16] 2025-6-25-3-13-23-31,3800,-0.13732819645732544,131.92006168745903
[S0007-16] 2025-6-24-2-14-15-7,3800,0.3166808591837494,19.587012357994915
[S0008-16] 2025-6-25-3-12-5-22,3800,-0.03220126506338073,104.72907996534394
[S0009-16] 2025-6-16-1-14-42-43,3800,0.5834203712299686,-44.66988088642576
[S0010-16] 2025-6-23-1-14-39-29,3800,0.0019955189246359984,93.80974742631416
[S0011-16] 2025-6-25-3-14-7-10,3800,-0.10718686491964201,124.32060938141181
[S0012-16] 2025-6-26-4-11-33-5,3800,-0.1773991657918144,143.79598724228833
