subject_id,R2,MAE,PCC
prc-c920_002,0.08214167144123707,5.827832930119218,0.46768515973977465
prc-c920_004,-0.09168682698308084,6.905423054695515,0.6462647082802344
prc-c920_006,0.38487317349135186,2.297737737848781,0.7101062133041086
prc-c920_007,-0.33056931930988975,6.347962835252216,0.2784281718255902
prc-c920_008,-0.8135078540557728,4.9307676315470435,0.4197240961570484
prc-c920_016,-0.09231698823081569,4.2490768011295525,0.042258953388633336
prc-c920_017,0.3046890548183948,2.563449331187835,0.8165432456020258
prc-c920_019,0.3179490978653886,2.661810338872528,0.6003090140581844
prc-c920_024,-1.2507281358481355,3.752143136260044,0.6975273503910531
prc-c920_028,0.32486435154619664,2.9881312913951064,0.7779484485055908
prc-c920_029,0.6870704110781651,2.254408385658545,0.8490193668899046
prc-c920_034,-0.11530288108233777,3.2728278406948688,0.8092282224250291
prc-c920_036,0.28446307497605705,3.327368152263179,0.8261578443821364
prc-c920_037,-0.14336169719731817,3.332380704438031,-0.038110386809276295
prc-c920_039,0.008447775376973388,3.1877161815156634,0.7509403330501938
prc-c920_040,-0.7054459457750042,5.2572697136811275,0.7575283423577508
prc-c920_041,-0.14799879602826382,2.688459135696274,0.5619127705035918
prc-c920_042,-0.332933718636355,4.239596731642036,0.5293330682465991
prc-c920_046,0.16860076050039408,2.2184456560843593,0.7381479944124394
prc-c920_049,0.5922564579953276,2.5398285203916293,0.9150746826325635
prc-c920_051,0.4340521213807125,2.5051432847431636,0.6920778201301165
prc-c920_052,0.19300982841537584,4.1517498099206165,0.6356799207503125
prc-c920_054,0.15928903794289173,5.890465950349325,0.5399632193614847
prc-c920_055,0.20715890582822616,5.275340185874208,0.7779900500406898
prc-c920_060,0.5687831101740011,2.4595851322428515,0.8149972836014381
prc-c920_062,0.27487788433811167,4.882701050279,0.932398803682419
prc-c920_063,-0.21087443372772152,6.873375918187982,0.024232939733467268
prc-c920_067,0.07193587548108915,4.478103119809427,0.3081405830001026
prc-c920_070,-0.07444629339547504,6.068291200363115,-0.47170949052951794
prc-c920_074,0.3831869038812473,2.8159423957513026,0.666324539376012
prc-c920_083,0.45551918475659325,3.805260196142834,0.8385665456013034
prc-c920_090,-0.8491065406258871,8.90763258293531,0.8366620511506331
prc-c920_092,-1.011408263085381,4.391348848553,-0.7185420786804175
prc-c920_097,0.47248588881351994,2.4695894775173977,0.7292598541732848
prc-c920_100,0.37190599104480615,2.8697550011637234,0.8390876433457739
prc-c920_101,0.22983852126311655,4.417741822593652,0.5018392616528563
prc-c920_102,0.262692100744472,3.2391840304374955,0.5895961890316856
prc-c920_105,-0.33109453689113466,3.174751538980518,0.802790872780539
