csv_path,csv_name,n_subjects,mean_PCC,overall_PCC,mean_R2,mean_MAE
./data/prc-c920.csv,prc-c920,38,0.5418719340179153,0.4362297217118581,0.003029833713367645,4.148738111409722
./data/prc-i15.csv,prc-i15,49,0.6898872701735788,0.5732417910587507,0.16962618653877515,4.008051716136093
./data/prc-i15m.csv,prc-i15m,48,0.6061831032728876,0.5096302238111239,0.10447065220260393,3.9530261183053557
