csv_path,csv_name,n_subjects,mean_PCC,overall_PCC,mean_R2,mean_MAE
./data/prc-c920.csv,prc-c920,38,0.8626096337957415,0.6285168373954635,0.2645857126964007,3.527233521368492
./data/prc-i15.csv,prc-i15,49,0.9128712052569622,0.7312971229499751,0.3705021881828316,3.422172950489837
./data/prc-i15m.csv,prc-i15m,48,0.8841805733390302,0.6725138564851482,0.2939552987099844,3.4347372870919166
