subject_id,R2,MAE,PCC
prc-i15m_002,0.1791606337322993,6.193601868118871,0.6990933491757765
prc-i15m_004,-0.17916176675826634,7.098129935581855,0.9315397338328548
prc-i15m_006,-0.04137502671419879,2.322581138157615,0.49369655052630895
prc-i15m_007,-0.16918964296909733,6.842437512786448,0.8915772037775804
prc-i15m_008,0.6946501829593094,2.6413120888118082,0.94436544551091
prc-i15m_016,0.460381084922052,2.257487009270518,0.8046915075163585
prc-i15m_017,-0.012571934751862468,3.1264148742832187,0.15530955180899203
prc-i15m_018,0.4666547808099658,2.1378834295549596,0.9212909512216017
prc-i15m_019,-0.25500960374360804,4.513123452363619,-0.2005758385226897
prc-i15m_023,0.68697677559094,1.7225179432871567,0.9353495715608467
prc-i15m_024,0.41724210321551014,2.133589914763712,0.675894804556657
prc-i15m_028,0.5765342787809411,3.34823285782723,0.8668320031165293
prc-i15m_029,-0.23676447952892277,5.880837451317993,0.7716776726560465
prc-i15m_032,0.0759238918845192,2.2660031338483315,0.675815000174254
prc-i15m_034,0.5137222440515601,3.3677263924949856,0.8439969291958043
prc-i15m_036,0.2642729453665582,5.15549505135345,0.7886381195624929
prc-i15m_038,-0.13548460713517207,3.036453341608699,0.6190437932814359
prc-i15m_039,0.6380839070764572,1.9257082025833352,0.8790561304477695
prc-i15m_040,0.43013269359919504,4.793254047540537,0.8023953239260798
prc-i15m_041,0.06777527590121535,4.260233469750762,0.3275195276748541
prc-i15m_042,0.28275733114582347,5.040544950731108,0.6609493086293767
prc-i15m_043,0.2046975862799052,2.1109884375881345,0.8833716404587078
prc-i15m_045,0.586648920299853,2.143200319623721,0.8780433893463927
prc-i15m_046,0.17577572308486455,3.18293750199121,0.770151633822823
prc-i15m_049,0.150482851360613,3.9078982801539066,0.8675095519636282
prc-i15m_051,0.1868527599724027,3.825601818435526,0.7979621417825653
prc-i15m_052,0.5017615395598601,2.9613920232775732,0.9321941919741158
prc-i15m_054,0.5328334234392755,3.536956920261643,0.8095589698365038
prc-i15m_055,0.5503896201089575,3.0892062943130068,0.9320822427672317
prc-i15m_060,-0.13189967468338581,3.9428749302357096,0.24923210715036348
prc-i15m_061,0.34215449520408536,1.9512737419348107,0.6442082047684727
prc-i15m_062,0.12029900231073143,5.474116186867929,0.6211958280276461
prc-i15m_063,-0.03681231436326837,6.97999499083651,0.2516124752584756
prc-i15m_066,-0.18080324937325187,5.4902708216626674,0.44782337446668957
prc-i15m_067,0.3647429481626837,3.8154665803488577,0.8776866985635554
prc-i15m_069,0.04519746151056048,3.12239179149838,0.7619990527889804
prc-i15m_071,0.3113746539097183,4.5482908000931115,0.9664919489207825
prc-i15m_073,0.5962957569596254,1.9631778644447808,0.8411412201381459
prc-i15m_074,0.40437072526685114,2.7809285200249043,0.7847014883702053
prc-i15m_086,0.5060231315414889,1.8829546111921618,0.7668199313868013
prc-i15m_087,0.5076049063159378,1.911666764980471,0.8795759659060625
prc-i15m_090,-0.4404236072563934,4.478456372416887,0.8216697021402248
prc-i15m_095,-0.13551362251880206,2.96838119182791,0.7455209216310003
prc-i15m_097,0.4255769538503893,2.621275461729633,0.7289119368380689
prc-i15m_098,-0.1750589106008995,4.25114773711771,-0.3783040844557036
prc-i15m_101,0.42245393427171607,2.152603314469393,0.8918896811798389
prc-i15m_102,0.09218687077780308,5.1906346528907905,0.6598999388761552
prc-i15m_105,-0.37701493226128213,3.528501842763581,0.8274639451904527
